Date,SKU_Key,Store_ID,Product_ID,Category,Region,Weather_Condition,Seasonality,Holiday_Promotion,Discount,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Net_Price,Competitor_Pricing,Revenue,Inventory_Value,Avg_Daily_Demand,Days_of_Cover,Reorder_Point,Below_Reorder_Point,Excess_Units,Excess_Value,Sold_Out,Stockout_Risk,Unserved_Units,Forecast_Error,Abs_Forecast_Error,Order_Requirement,Order_Gap,Stock_Status,Recommended_Action
2022-01-16,S004-P0016,S004,P0016,Electronics,South,Rainy,Winter,0,0,435,61,67,64.12,43.6,43.6,42.89,2659.6,18966.0,123.94,3.51,185.91,0,63.19,2754.98,0,0,0.0,3.12,3.12,0.0,67.0,Excess,REDUCE STOCK
2022-01-17,S004-P0016,S004,P0016,Groceries,East,Snowy,Spring,0,10,491,73,174,79.19,47.36,42.62,50.16,3111.55,23253.76,120.94,4.06,181.41,0,128.18,6070.44,0,0,0.0,6.19,6.19,0.0,174.0,Excess,REDUCE STOCK
2022-01-18,S004-P0016,S004,P0016,Toys,South,Snowy,Winter,0,15,371,113,99,125.47,74.6,63.41,79.02,7165.33,27676.6,120.5,3.08,180.75,0,9.5,708.7,0,0,0.0,12.47,12.47,0.0,99.0,Excess,REDUCE STOCK
2022-01-19,S004-P0016,S004,P0016,Clothing,East,Cloudy,Winter,1,10,322,115,131,127.16,97.04,87.34,100.0,10043.64,31246.88,120.21,2.68,180.32,0,0.0,0.0,0,0,0.0,12.16,12.16,38.63,92.37,Healthy,MAINTAIN
2022-01-20,S004-P0016,S004,P0016,Furniture,West,Sunny,Autumn,0,15,429,212,78,210.41,26.32,22.37,22.86,4742.86,11291.28,124.8,3.44,187.2,0,54.6,1437.07,0,0,0.0,-1.59,1.59,0.0,78.0,Excess,REDUCE STOCK
2022-01-21,S004-P0016,S004,P0016,Clothing,North,Snowy,Winter,1,10,288,237,37,247.3,94.07,84.66,95.72,20065.13,27092.16,130.14,2.21,195.21,0,0.0,0.0,0,0,0.0,10.3,10.3,102.43,-65.43,Healthy,MAINTAIN
2022-01-22,S004-P0016,S004,P0016,Furniture,West,Rainy,Winter,0,10,236,234,83,228.66,86.69,78.02,86.87,18256.91,20458.84,134.86,1.75,202.3,0,0.0,0.0,0,0,0.0,-5.34,5.34,168.59,-85.59,Healthy,MAINTAIN
2022-01-23,S004-P0016,S004,P0016,Furniture,West,Rainy,Summer,1,5,138,56,82,53.3,14.18,13.47,18.73,754.38,1956.84,131.43,1.05,197.15,1,0.0,0.0,0,0,0.0,-2.7,2.7,256.3,-174.3,Below Reorder,REPLENISH
2022-01-24,S004-P0016,S004,P0016,Groceries,South,Rainy,Autumn,0,5,62,3,116,6.62,95.78,90.99,95.56,272.97,5938.36,126.08,0.49,189.12,1,0.0,0.0,0,0,0.0,3.62,3.62,316.25,-200.25,Critical,REPLENISH NOW
2022-01-25,S004-P0016,S004,P0016,Electronics,East,Rainy,Spring,1,5,379,159,163,170.35,50.88,48.34,51.88,7685.42,19283.52,127.4,2.97,191.1,0,0.0,0.0,0,0,0.0,11.35,11.35,3.2,159.8,Healthy,MAINTAIN
2022-01-26,S004-P0016,S004,P0016,Clothing,East,Snowy,Summer,1,10,180,133,146,151.12,89.73,80.76,92.75,10740.68,16151.4,127.62,1.41,191.42,1,0.0,0.0,0,0,0.0,18.12,18.12,202.85,-56.85,Below Reorder,REPLENISH
2022-01-27,S004-P0016,S004,P0016,Clothing,North,Sunny,Spring,1,10,408,372,96,383.62,12.08,10.87,11.58,4044.38,4928.64,136.67,2.99,205.0,0,0.0,0.0,0,0,0.0,11.62,11.62,2.0,94.0,Healthy,MAINTAIN
2022-01-28,S004-P0016,S004,P0016,Groceries,North,Snowy,Autumn,0,10,98,48,43,44.72,78.36,70.52,74.79,3385.15,7679.28,133.5,0.73,200.25,1,0.0,0.0,0,0,0.0,-3.28,3.28,302.5,-259.5,Critical,REPLENISH NOW
2022-01-29,S004-P0016,S004,P0016,Electronics,South,Snowy,Winter,1,10,227,123,52,130.7,40.86,36.77,43.67,4523.2,9275.22,134.54,1.69,201.8,0,0.0,0.0,0,0,0.0,7.7,7.7,176.61,-124.61,Healthy,MAINTAIN
2022-01-30,S004-P0016,S004,P0016,Electronics,East,Cloudy,Winter,1,15,96,11,89,30.62,25.6,21.76,22.58,239.36,2457.6,128.57,0.75,192.86,1,0.0,0.0,0,0,0.0,19.62,19.62,289.71,-200.71,Critical,REPLENISH NOW
2022-01-31,S004-P0016,S004,P0016,Furniture,North,Rainy,Summer,1,10,431,224,28,228.2,64.25,57.82,66.39,12952.8,27691.75,133.75,3.22,200.62,0,29.75,1911.44,0,0,0.0,4.2,4.2,0.0,28.0,Excess,REDUCE STOCK
2022-02-01,S004-P0016,S004,P0016,Furniture,East,Snowy,Spring,0,5,76,27,123,22.26,11.7,11.11,12.39,300.1,889.2,131.43,0.58,197.14,1,0.0,0.0,0,0,0.0,-4.74,4.74,318.29,-195.29,Critical,REPLENISH NOW
2022-02-02,S004-P0016,S004,P0016,Toys,South,Cloudy,Spring,1,0,486,349,92,352.67,52.84,52.84,54.51,18441.16,25680.24,132.32,3.67,198.48,0,89.04,4704.65,0,0,0.0,3.67,3.67,0.0,92.0,Excess,REDUCE STOCK
2022-02-03,S004-P0016,S004,P0016,Clothing,North,Sunny,Spring,1,5,304,172,127,182.64,56.09,53.29,54.31,9165.11,17051.36,137.61,2.21,206.41,0,0.0,0.0,0,0,0.0,10.64,10.64,108.82,18.18,Healthy,MAINTAIN
2022-02-04,S004-P0016,S004,P0016,Clothing,West,Sunny,Winter,1,20,64,33,53,33.98,74.07,59.26,78.84,1955.45,4740.48,133.82,0.48,200.73,1,0.0,0.0,0,0,0.0,0.98,0.98,337.46,-284.46,Critical,REPLENISH NOW
2022-02-05,S004-P0016,S004,P0016,Clothing,South,Sunny,Autumn,0,5,240,67,77,83.54,66.81,63.47,70.7,4252.46,16034.4,130.39,1.84,195.59,0,0.0,0.0,0,0,0.0,16.54,16.54,151.18,-74.18,Healthy,MAINTAIN
2022-02-06,S004-P0016,S004,P0016,Toys,East,Cloudy,Summer,0,5,187,108,50,119.23,91.65,87.07,87.83,9403.29,17138.55,131.21,1.43,196.82,1,0.0,0.0,0,0,0.0,11.23,11.23,206.64,-156.64,Below Reorder,REPLENISH
2022-02-07,S004-P0016,S004,P0016,Furniture,East,Sunny,Autumn,1,20,244,128,29,137.56,61.46,49.17,59.35,6293.5,14996.24,128.61,1.9,192.91,0,0.0,0.0,0,0,0.0,9.56,9.56,141.82,-112.82,Healthy,MAINTAIN
2022-02-08,S004-P0016,S004,P0016,Furniture,East,Sunny,Winter,0,15,252,166,177,178.78,15.69,13.34,12.19,2213.86,3953.88,127.89,1.97,191.84,0,0.0,0.0,0,0,0.0,12.78,12.78,131.68,45.32,Healthy,MAINTAIN
2022-02-09,S004-P0016,S004,P0016,Clothing,East,Sunny,Winter,0,10,334,56,80,46.73,33.32,29.99,37.06,1679.33,11128.88,129.39,2.58,194.09,0,0.0,0.0,0,0,0.0,-9.27,9.27,54.18,25.82,Healthy,MAINTAIN
2022-02-10,S004-P0016,S004,P0016,Toys,West,Sunny,Winter,0,5,473,19,123,10.63,33.74,32.05,36.18,609.01,15959.02,127.29,3.72,190.93,0,91.14,3075.16,0,0,0.0,-8.37,8.37,0.0,123.0,Excess,REDUCE STOCK
2022-02-11,S004-P0016,S004,P0016,Toys,North,Rainy,Winter,0,0,81,49,138,51.67,13.25,13.25,17.71,649.25,1073.25,126.96,0.64,190.45,1,0.0,0.0,0,0,0.0,2.67,2.67,299.89,-161.89,Critical,REPLENISH NOW
2022-02-12,S004-P0016,S004,P0016,Clothing,West,Rainy,Autumn,0,5,406,124,183,126.86,95.0,90.25,92.61,11191.0,38570.0,124.0,3.27,186.0,0,34.0,3230.0,0,0,0.0,2.86,2.86,0.0,183.0,Excess,REDUCE STOCK
2022-02-13,S004-P0016,S004,P0016,Groceries,South,Cloudy,Summer,0,5,492,129,105,147.49,48.32,45.9,48.88,5921.62,23773.44,126.43,3.89,189.64,0,112.71,5446.35,0,0,0.0,18.49,18.49,0.0,105.0,Excess,REDUCE STOCK
2022-02-14,S004-P0016,S004,P0016,Clothing,West,Snowy,Autumn,0,20,404,300,197,293.62,84.55,67.64,85.54,20292.0,34158.2,134.54,3.0,201.8,0,0.39,33.22,0,0,0.0,-6.38,6.38,0.0,197.0,Excess,REDUCE STOCK
2022-02-15,S004-P0016,S004,P0016,Clothing,North,Cloudy,Spring,0,20,420,116,99,127.64,93.8,75.04,98.6,8704.64,39396.0,134.64,3.12,201.96,0,16.07,1507.5,0,0,0.0,11.64,11.64,0.0,99.0,Excess,REDUCE STOCK
2022-02-16,S004-P0016,S004,P0016,Furniture,West,Sunny,Autumn,0,5,166,7,65,11.15,30.98,29.43,35.43,206.02,5142.68,130.79,1.27,196.18,1,0.0,0.0,0,0,0.0,4.15,4.15,226.36,-161.36,Below Reorder,REPLENISH
2022-02-17,S004-P0016,S004,P0016,Clothing,South,Snowy,Winter,0,5,172,160,170,168.55,61.48,58.41,57.63,9344.96,10574.56,128.93,1.33,193.39,1,0.0,0.0,0,0,0.0,8.55,8.55,214.79,-44.79,Below Reorder,REPLENISH
2022-02-18,S004-P0016,S004,P0016,Clothing,North,Cloudy,Winter,1,15,352,336,110,353.13,29.66,25.21,25.96,8470.9,10440.32,132.46,2.66,198.7,0,0.0,0.0,0,1,1.13,17.13,17.13,45.39,64.61,Healthy,MAINTAIN
2022-02-19,S004-P0016,S004,P0016,Groceries,East,Rainy,Spring,1,5,66,37,136,31.3,88.64,84.21,86.53,3115.7,5850.24,125.43,0.53,188.14,1,0.0,0.0,0,0,0.0,-5.7,5.7,310.29,-174.29,Critical,REPLENISH NOW
2022-02-20,S004-P0016,S004,P0016,Electronics,East,Snowy,Autumn,0,5,329,112,187,123.8,93.88,89.19,89.3,9988.83,30886.52,127.43,2.58,191.14,0,0.0,0.0,0,0,0.0,11.8,11.8,53.29,133.71,Healthy,MAINTAIN
2022-02-21,S004-P0016,S004,P0016,Electronics,West,Cloudy,Summer,1,5,379,348,30,350.96,44.03,41.83,46.48,14556.32,16687.37,139.75,2.71,209.62,0,0.0,0.0,0,0,0.0,2.96,2.96,40.25,-10.25,Healthy,MAINTAIN
2022-02-22,S004-P0016,S004,P0016,Furniture,West,Rainy,Summer,1,0,483,381,138,395.75,61.55,61.55,58.72,23450.55,29728.65,147.68,3.27,221.52,0,39.96,2459.8,0,0,0.0,14.75,14.75,0.0,138.0,Excess,REDUCE STOCK
2022-02-23,S004-P0016,S004,P0016,Toys,North,Sunny,Summer,1,15,104,73,72,80.53,44.16,37.54,40.11,2740.13,4592.64,145.54,0.71,218.3,1,0.0,0.0,0,0,0.0,7.53,7.53,332.61,-260.61,Critical,REPLENISH NOW
2022-02-24,S004-P0016,S004,P0016,Electronics,East,Cloudy,Winter,0,15,198,157,153,166.52,85.91,73.02,86.74,11464.69,17010.18,137.86,1.44,206.79,1,0.0,0.0,0,0,0.0,9.52,9.52,215.57,-62.57,Below Reorder,REPLENISH
2022-02-25,S004-P0016,S004,P0016,Furniture,West,Cloudy,Autumn,0,10,78,67,119,73.88,14.57,13.11,13.42,878.57,1136.46,138.54,0.56,207.8,1,0.0,0.0,0,0,0.0,6.88,6.88,337.61,-218.61,Critical,REPLENISH NOW
2022-02-26,S004-P0016,S004,P0016,Toys,West,Cloudy,Autumn,1,15,218,26,57,44.97,74.74,63.53,70.14,1651.75,16293.32,135.07,1.61,202.61,0,0.0,0.0,0,0,0.0,18.97,18.97,187.21,-130.21,Healthy,MAINTAIN
2022-02-27,S004-P0016,S004,P0016,Electronics,South,Sunny,Winter,0,15,145,96,161,106.6,34.72,29.51,30.75,2833.15,5034.4,138.11,1.05,207.16,1,0.0,0.0,0,0,0.0,10.6,10.6,269.32,-108.32,Below Reorder,REPLENISH
2022-02-28,S004-P0016,S004,P0016,Clothing,West,Snowy,Summer,0,15,123,86,175,104.06,33.56,28.53,29.79,2453.24,4127.88,133.18,0.92,199.77,1,0.0,0.0,0,0,0.0,18.06,18.06,276.54,-101.54,Critical,REPLENISH NOW
2022-03-01,S004-P0016,S004,P0016,Furniture,West,Sunny,Autumn,0,20,127,41,190,51.54,76.84,61.47,79.01,2520.35,9758.68,133.68,0.95,200.52,1,0.0,0.0,0,0,0.0,10.54,10.54,274.04,-84.04,Critical,REPLENISH NOW
2022-03-02,S004-P0016,S004,P0016,Clothing,West,Snowy,Summer,0,0,389,367,114,385.22,23.12,23.12,23.34,8485.04,8993.68,134.32,2.9,201.48,0,0.0,0.0,0,0,0.0,18.22,18.22,13.96,100.04,Healthy,MAINTAIN
2022-03-03,S004-P0016,S004,P0016,Electronics,South,Sunny,Winter,0,0,382,58,43,70.67,47.84,47.84,51.96,2774.72,18274.88,130.25,2.93,195.38,0,0.0,0.0,0,0,0.0,12.67,12.67,8.75,34.25,Healthy,MAINTAIN
2022-03-04,S004-P0016,S004,P0016,Furniture,North,Snowy,Winter,1,10,58,20,139,18.35,68.16,61.34,71.51,1226.88,3953.28,129.79,0.45,194.68,1,0.0,0.0,0,0,0.0,-1.65,1.65,331.36,-192.36,Critical,REPLENISH NOW
2022-03-05,S004-P0016,S004,P0016,Electronics,North,Rainy,Spring,1,20,258,30,87,20.04,61.23,48.98,61.99,1469.52,15797.34,128.46,2.01,192.7,0,0.0,0.0,0,0,0.0,-9.96,9.96,127.39,-40.39,Healthy,MAINTAIN
2022-03-06,S004-P0016,S004,P0016,Groceries,West,Sunny,Summer,0,0,469,465,113,455.31,19.63,19.63,22.3,9127.95,9206.47,141.21,3.32,211.82,0,45.36,890.36,0,0,0.0,-9.69,9.69,0.0,113.0,Excess,REDUCE STOCK
2022-03-07,S004-P0016,S004,P0016,Toys,West,Rainy,Summer,1,15,229,203,32,213.86,74.47,63.3,74.37,12849.8,17053.63,143.89,1.59,215.84,0,0.0,0.0,0,0,0.0,10.86,10.86,202.68,-170.68,Healthy,MAINTAIN
2022-03-08,S004-P0016,S004,P0016,Furniture,West,Rainy,Autumn,0,0,71,42,158,43.47,87.46,87.46,83.62,3673.32,6209.66,139.46,0.51,209.2,1,0.0,0.0,0,0,0.0,1.47,1.47,347.39,-189.39,Critical,REPLENISH NOW
2022-03-09,S004-P0016,S004,P0016,Furniture,North,Cloudy,Autumn,1,20,255,166,174,157.82,96.91,77.53,98.31,12869.65,24712.05,143.39,1.78,215.09,0,0.0,0.0,0,0,0.0,-8.18,8.18,175.18,-1.18,Healthy,MAINTAIN
2022-03-10,S004-P0016,S004,P0016,Furniture,South,Rainy,Spring,1,0,390,185,148,183.74,53.52,53.52,50.1,9901.2,20872.8,149.32,2.61,223.98,0,0.0,0.0,0,0,0.0,-1.26,1.26,57.96,90.04,Healthy,MAINTAIN
2022-03-11,S004-P0016,S004,P0016,Furniture,South,Sunny,Summer,1,15,164,75,178,74.2,80.22,68.19,82.04,5114.02,13156.08,150.25,1.09,225.38,1,0.0,0.0,0,0,0.0,-0.8,0.8,286.75,-108.75,Below Reorder,REPLENISH
2022-03-12,S004-P0016,S004,P0016,Electronics,East,Sunny,Winter,0,20,126,92,61,88.42,18.55,14.84,14.76,1365.28,2337.3,149.11,0.85,223.66,1,0.0,0.0,0,0,0.0,-3.58,3.58,321.32,-260.32,Critical,REPLENISH NOW
2022-03-13,S004-P0016,S004,P0016,Electronics,North,Cloudy,Spring,0,10,392,142,198,138.06,14.75,13.28,13.66,1885.05,5782.0,149.57,2.62,224.36,0,0.0,0.0,0,0,0.0,-3.94,3.94,56.71,141.29,Healthy,MAINTAIN
2022-03-14,S004-P0016,S004,P0016,Toys,North,Cloudy,Winter,1,10,211,177,76,195.69,94.47,85.02,94.33,15049.07,19933.17,145.18,1.45,217.77,1,0.0,0.0,0,0,0.0,18.69,18.69,224.54,-148.54,Below Reorder,REPLENISH
2022-03-15,S004-P0016,S004,P0016,Furniture,South,Snowy,Summer,1,20,437,278,142,297.53,44.58,35.66,46.0,9914.59,19481.46,150.96,2.89,226.45,0,0.0,0.0,0,0,0.0,19.53,19.53,15.89,126.11,Healthy,MAINTAIN
2022-03-16,S004-P0016,S004,P0016,Furniture,North,Rainy,Summer,0,5,56,31,96,26.48,40.55,38.52,35.58,1194.2,2270.8,151.82,0.37,227.73,1,0.0,0.0,0,0,0.0,-4.52,4.52,399.46,-303.46,Critical,REPLENISH NOW
2022-03-17,S004-P0016,S004,P0016,Clothing,East,Cloudy,Autumn,1,10,284,196,175,200.17,41.27,37.14,42.45,7280.03,11720.68,153.11,1.85,229.66,0,0.0,0.0,0,0,0.0,4.17,4.17,175.32,-0.32,Healthy,MAINTAIN
2022-03-18,S004-P0016,S004,P0016,Toys,East,Sunny,Autumn,0,5,405,82,120,101.27,64.81,61.57,59.91,5048.7,26248.05,144.04,2.81,216.05,0,0.0,0.0,0,0,0.0,19.27,19.27,27.11,92.89,Healthy,MAINTAIN
2022-03-19,S004-P0016,S004,P0016,Furniture,West,Cloudy,Autumn,1,20,450,320,57,312.8,39.96,31.97,43.62,10229.76,17982.0,154.14,2.92,231.21,0,0.0,0.0,0,0,0.0,-7.2,7.2,12.43,44.57,Healthy,MAINTAIN
2022-03-20,S004-P0016,S004,P0016,Clothing,South,Snowy,Winter,1,5,95,33,77,37.35,77.63,73.75,76.09,2433.7,7374.85,151.32,0.63,226.98,1,0.0,0.0,0,0,0.0,4.35,4.35,358.96,-281.96,Critical,REPLENISH NOW
2022-03-21,S004-P0016,S004,P0016,Furniture,South,Sunny,Spring,1,0,211,43,187,56.89,12.36,12.36,13.91,531.48,2607.96,140.43,1.5,210.64,0,0.0,0.0,0,0,0.0,13.89,13.89,210.29,-23.29,Healthy,MAINTAIN
2022-03-22,S004-P0016,S004,P0016,Groceries,West,Cloudy,Autumn,0,15,398,95,71,90.57,86.19,73.26,82.82,6959.84,34303.62,130.21,3.06,195.32,0,7.36,634.11,0,0,0.0,-4.43,4.43,0.0,71.0,Excess,REDUCE STOCK
2022-03-23,S004-P0016,S004,P0016,Clothing,North,Snowy,Summer,1,15,58,51,125,70.04,94.78,80.56,96.48,4108.71,5497.24,129.43,0.45,194.14,1,0.0,0.0,0,1,12.04,19.04,19.04,330.29,-205.29,Critical,REPLENISH NOW
2022-03-24,S004-P0016,S004,P0016,Electronics,West,Cloudy,Spring,1,15,406,184,75,188.16,24.53,20.85,20.29,3836.49,9959.18,130.39,3.11,195.59,0,14.82,363.57,0,0,0.0,4.16,4.16,0.0,75.0,Excess,REDUCE STOCK
2022-03-25,S004-P0016,S004,P0016,Toys,East,Sunny,Winter,1,15,158,39,152,47.84,48.38,41.12,48.09,1603.8,7644.04,129.39,1.22,194.09,1,0.0,0.0,0,0,0.0,8.84,8.84,230.18,-78.18,Below Reorder,REPLENISH
2022-03-26,S004-P0016,S004,P0016,Electronics,North,Rainy,Summer,1,10,355,312,161,308.2,48.71,43.84,45.05,13677.77,17292.05,139.61,2.54,209.41,0,0.0,0.0,0,0,0.0,-3.8,3.8,63.82,97.18,Healthy,MAINTAIN
2022-03-27,S004-P0016,S004,P0016,Furniture,South,Cloudy,Winter,1,5,317,65,138,83.51,70.44,66.92,69.75,4349.67,22329.48,138.5,2.29,207.75,0,0.0,0.0,0,0,0.0,18.51,18.51,98.5,39.5,Healthy,MAINTAIN
2022-03-28,S004-P0016,S004,P0016,Electronics,North,Cloudy,Winter,0,0,401,159,171,161.93,79.44,79.44,76.11,12630.96,31855.44,141.11,2.84,211.66,0,0.0,0.0,0,0,0.0,2.93,2.93,22.32,148.68,Healthy,MAINTAIN
2022-03-29,S004-P0016,S004,P0016,Toys,North,Snowy,Summer,0,10,249,45,158,47.34,43.32,38.99,45.89,1754.46,10786.68,141.25,1.76,211.88,0,0.0,0.0,0,0,0.0,2.34,2.34,174.75,-16.75,Healthy,MAINTAIN
2022-03-30,S004-P0016,S004,P0016,Furniture,East,Sunny,Summer,0,15,361,80,48,80.59,93.64,79.59,98.11,6367.52,33804.04,131.0,2.76,196.5,0,0.0,0.0,0,0,0.0,0.59,0.59,32.0,16.0,Healthy,MAINTAIN
2022-03-31,S004-P0016,S004,P0016,Furniture,East,Snowy,Autumn,0,20,122,26,85,40.13,99.38,79.5,103.04,2067.1,12124.36,129.86,0.94,194.79,1,0.0,0.0,0,0,0.0,14.13,14.13,267.57,-182.57,Critical,REPLENISH NOW
2022-04-01,S004-P0016,S004,P0016,Clothing,North,Cloudy,Winter,1,10,188,80,113,90.53,54.82,49.34,57.32,3947.04,10306.16,132.0,1.42,198.0,1,0.0,0.0,0,0,0.0,10.53,10.53,208.0,-95.0,Below Reorder,REPLENISH
2022-04-02,S004-P0016,S004,P0016,Electronics,South,Cloudy,Autumn,1,20,498,92,60,98.15,67.15,53.72,68.71,4942.24,33440.7,134.21,3.71,201.32,0,95.36,6403.23,0,0,0.0,6.15,6.15,0.0,60.0,Excess,REDUCE STOCK
2022-04-03,S004-P0016,S004,P0016,Groceries,West,Snowy,Spring,1,10,117,69,198,74.46,84.22,75.8,80.48,5230.06,9853.74,120.07,0.97,180.11,1,0.0,0.0,0,0,0.0,5.46,5.46,243.21,-45.21,Critical,REPLENISH NOW
2022-04-04,S004-P0016,S004,P0016,Clothing,South,Snowy,Spring,0,0,384,110,71,125.57,77.3,77.3,81.45,8503.0,29683.2,116.75,3.29,175.12,0,33.75,2608.88,0,0,0.0,15.57,15.57,0.0,71.0,Excess,REDUCE STOCK
2022-04-05,S004-P0016,S004,P0016,Groceries,East,Cloudy,Winter,1,10,427,17,117,21.64,20.22,18.2,17.3,309.37,8633.94,115.86,3.69,173.79,0,79.43,1606.05,0,0,0.0,4.64,4.64,0.0,117.0,Excess,REDUCE STOCK
2022-04-06,S004-P0016,S004,P0016,Electronics,South,Snowy,Autumn,1,15,460,357,136,370.87,13.57,11.53,16.73,4117.82,6242.2,122.68,3.75,184.02,0,91.96,1247.96,0,0,0.0,13.87,13.87,0.0,136.0,Excess,REDUCE STOCK
2022-04-07,S004-P0016,S004,P0016,Toys,West,Rainy,Summer,1,10,260,217,185,219.23,82.72,74.45,79.06,16155.22,21507.2,123.82,2.1,185.73,0,0.0,0.0,0,0,0.0,2.23,2.23,111.46,73.54,Healthy,MAINTAIN
2022-04-08,S004-P0016,S004,P0016,Electronics,North,Rainy,Winter,1,5,146,25,71,33.32,99.92,94.92,96.73,2373.1,14588.32,122.04,1.2,183.05,1,0.0,0.0,0,0,0.0,8.32,8.32,220.11,-149.11,Below Reorder,REPLENISH
2022-04-09,S004-P0016,S004,P0016,Electronics,West,Cloudy,Summer,0,5,376,216,80,235.1,26.37,25.05,26.52,5411.12,9915.12,126.46,2.97,189.7,0,0.0,0.0,0,0,0.0,19.1,19.1,3.39,76.61,Healthy,MAINTAIN
2022-04-10,S004-P0016,S004,P0016,Clothing,East,Rainy,Winter,0,5,464,67,85,85.79,55.08,52.33,58.92,3505.84,25557.12,123.79,3.75,185.68,0,92.64,5102.77,0,0,0.0,18.79,18.79,0.0,85.0,Excess,REDUCE STOCK
2022-04-11,S004-P0016,S004,P0016,Clothing,North,Rainy,Winter,0,0,409,224,90,224.02,96.28,96.28,97.48,21566.72,39378.52,125.46,3.26,188.2,0,32.61,3139.42,0,0,0.0,0.02,0.02,0.0,90.0,Excess,REDUCE STOCK
2022-04-12,S004-P0016,S004,P0016,Electronics,West,Cloudy,Autumn,1,20,280,18,65,12.24,10.66,8.53,11.44,153.5,2984.8,116.18,2.41,174.27,0,0.0,0.0,0,0,0.0,-5.76,5.76,68.54,-3.54,Healthy,MAINTAIN
2022-04-13,S004-P0016,S004,P0016,Electronics,South,Snowy,Spring,1,15,55,16,111,8.86,36.63,31.14,32.49,498.17,2014.65,115.64,0.48,173.46,1,0.0,0.0,0,0,0.0,-7.14,7.14,291.93,-180.93,Critical,REPLENISH NOW
2022-04-14,S004-P0016,S004,P0016,Electronics,West,Rainy,Summer,1,20,382,201,172,213.87,89.44,71.55,93.13,14381.95,34166.08,115.82,3.3,173.73,0,34.54,3088.87,0,0,0.0,12.87,12.87,0.0,172.0,Excess,REDUCE STOCK
2022-04-15,S004-P0016,S004,P0016,Furniture,North,Cloudy,Winter,1,10,233,166,54,182.63,93.54,84.19,96.35,13974.88,21794.82,118.82,1.96,178.23,0,0.0,0.0,0,0,0.0,16.63,16.63,123.46,-69.46,Healthy,MAINTAIN
2022-04-16,S004-P0016,S004,P0016,Toys,West,Snowy,Spring,0,0,173,163,37,164.89,43.72,43.72,43.65,7126.36,7563.56,113.21,1.53,169.82,0,0.0,0.0,0,0,0.0,1.89,1.89,166.64,-129.64,Healthy,MAINTAIN
2022-04-17,S004-P0016,S004,P0016,Groceries,West,Snowy,Winter,0,5,462,446,64,437.32,52.79,50.15,50.79,22367.12,24388.98,127.96,3.61,191.95,0,78.11,4123.28,0,0,0.0,-8.68,8.68,0.0,64.0,Excess,REDUCE STOCK
2022-04-18,S004-P0016,S004,P0016,Clothing,East,Sunny,Spring,1,5,356,140,39,151.14,40.37,38.35,42.41,5369.21,14371.72,131.43,2.71,197.14,0,0.0,0.0,0,0,0.0,11.14,11.14,38.29,0.71,Healthy,MAINTAIN
2022-04-19,S004-P0016,S004,P0016,Clothing,South,Cloudy,Spring,1,5,145,21,71,19.23,49.98,47.48,45.59,997.1,7247.1,128.79,1.13,193.18,1,0.0,0.0,0,0,0.0,-1.77,1.77,241.36,-170.36,Below Reorder,REPLENISH
2022-04-20,S004-P0016,S004,P0016,Furniture,South,Snowy,Winter,0,5,106,12,146,19.64,61.44,58.37,59.65,700.42,6512.64,127.39,0.83,191.09,1,0.0,0.0,0,0,0.0,7.64,7.64,276.18,-130.18,Critical,REPLENISH NOW
2022-04-21,S004-P0016,S004,P0016,Toys,South,Rainy,Spring,1,10,77,25,48,25.44,81.34,73.21,83.34,1830.15,6263.18,121.71,0.63,182.57,1,0.0,0.0,0,0,0.0,0.44,0.44,288.14,-240.14,Critical,REPLENISH NOW
2022-04-22,S004-P0016,S004,P0016,Electronics,East,Rainy,Summer,1,20,171,13,58,4.66,25.41,20.33,21.57,264.26,4345.11,120.79,1.42,181.18,1,0.0,0.0,0,0,0.0,-8.34,8.34,191.36,-133.36,Below Reorder,REPLENISH
2022-04-23,S004-P0016,S004,P0016,Electronics,South,Rainy,Autumn,1,20,441,122,72,128.49,45.71,36.57,48.58,4461.3,20158.11,114.0,3.87,171.0,0,99.0,4525.29,0,0,0.0,6.49,6.49,0.0,72.0,Excess,REDUCE STOCK
2022-04-24,S004-P0016,S004,P0016,Furniture,South,Snowy,Autumn,0,20,319,263,125,270.47,39.05,31.24,34.38,8216.12,12456.95,121.07,2.63,181.61,0,0.0,0.0,0,0,0.0,7.47,7.47,44.21,80.79,Healthy,MAINTAIN
2022-04-25,S004-P0016,S004,P0016,Clothing,West,Rainy,Spring,0,0,92,43,158,48.86,88.87,88.87,88.02,3821.41,8176.04,116.93,0.79,175.39,1,0.0,0.0,0,0,0.0,5.86,5.86,258.79,-100.79,Critical,REPLENISH NOW
2022-04-26,S004-P0016,S004,P0016,Electronics,South,Snowy,Autumn,1,15,469,249,161,251.91,87.31,74.21,91.9,18479.16,40948.39,124.21,3.78,186.32,0,96.36,8412.94,0,0,0.0,2.91,2.91,0.0,161.0,Excess,REDUCE STOCK
2022-04-27,S004-P0016,S004,P0016,Electronics,West,Cloudy,Winter,0,20,269,135,184,146.57,52.56,42.05,52.96,5676.48,14138.64,126.18,2.13,189.27,0,0.0,0.0,0,0,0.0,11.57,11.57,109.54,74.46,Healthy,MAINTAIN
